"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"1220","Axe Giant: The Wrath of Paul Bunyan","/movies/?id=axegiant.htm",3287,"Cinema Purgatorio","May","Horror",90,"R",NA,NA
"1221","El Superstar: The Unlikely Rise of Juan Frances","/movies/?id=elsuperstar.htm",3271,"Cinema Libre Studio","September","Comedy",90,"Unrated",NA,NA
"1222","I Love Your Work","/movies/?id=iloveyourwork.htm",3264,"ThinkFilm","November","Comedy",107,"R",NA,NA
"1223","The Ordeal (Calvaire)","/movies/?id=ordeal.htm",3260,"Palm","August","Foreign / Horror",90,"Unrated",NA,NA
"1224","Vexille","/movies/?id=vexille.htm",3259,"The Bigger Picture","February","Animation",109,"PG-13",NA,NA
"1225","Windsor Drive","/movies/?id=windsordrive.htm",3256,"Indican","August","Thriller",83,"Unrated",NA,NA
"1226","Sex Sells: The Making of Touche","/movies/?id=sexsells.htm",3252,"HB Filmworks","February","Comedy",96,"Unrated",NA,NA
"1227","Devil Girl","/movies/?id=devilgirl.htm",3244,"Nocturnal Features","September","Horror",85,"Unrated",NA,NA
"1228","The Sons of Tennessee Williams","/movies/?id=sonsoftennesseewilliams.htm",3242,"First Run","October","Documentary",82,"Unrated",NA,NA
"1229","Gooby","/movies/?id=gooby.htm",3234,"Monterey Media, Inc.","April","Family",99,"PG",NA,NA
"1230","As Cool As I Am","/movies/?id=ascoolasiam.htm",3234,"IFC","June","Comedy / Drama",92,"R",NA,NA
"1231","blackhats (2015)","/movies/?id=blackhats2015.htm",3216,"Reel One","October","Thriller",NA,"Unrated",NA,NA
"1232","95 Miles to Go","/movies/?id=95milestogo.htm",3195,"ThinkFilm","April","Comedy",81,"R",NA,NA
"1233","After the Wizard","/movies/?id=afterthewizard.htm",3184,"Breaking Glass Pictures","August","Fantasy",80,"Unrated",NA,NA
"1234","Xenia","/movies/?id=xenia.htm",3181,"Strand","October","Drama",123,"Unrated",NA,NA
"1235","Plastic Planet","/movies/?id=plasticplanet.htm",3164,"First Run","January","Documentary",95,"Unrated",NA,NA
"1236","Apart (2012)","/movies/?id=apart2012.htm",3161,"Truly Indie","March","Drama",86,"Unrated",NA,NA
"1237","The Iron Ministry","/movies/?id=theironministry.htm",3159,"Icarus Films","August","Documentary",83,"Unrated",NA,NA
"1238","In Harmony","/movies/?id=inharmony.htm",3144,"Distrib Films","April","Drama",87,"Unrated",NA,NA
"1239","Balls to the Wall","/movies/?id=ballstothewall.htm",3140,"Rocky Mountain Pictures","October","Comedy",NA,"R",NA,NA
"1240","Khadak","/movies/?id=khadak.htm",3139,"Lifesize","October","Foreign",104,"Unrated",NA,NA
"1241","Four Eyed Monsters","/movies/?id=foureyedmonsters.htm",3135,"Four Eyed Monsters","December","Drama",85,"Unrated",NA,NA
"1242","American Zombie","/movies/?id=americanzombie.htm",3126,"Cinema Libre Studio","March","Horror Comedy",90,"Unrated",NA,NA
"1243","The Girl on the Train (2014)","/movies/?id=girltrain2014.htm",3124,"Monterey Media, Inc.","July","Drama",80,"R",NA,NA
"1244","My Year Without Sex","/movies/?id=myyearwithoutsex.htm",3119,"Strand","March","Comedy",96,"Unrated",NA,NA
"1245","Nowhere Man","/movies/?id=nowhereman.htm",3105,"First Run","March","Crime Comedy",92,"Unrated",NA,NA
"1246","The Prisoner or: How I Planned to Kill Tony Blair","/movies/?id=prisonerorhow.htm",3103,"Red Envelope Entertainment","March","Documentary",72,"Unrated",NA,NA
"1247","Showrunners: The Art of Running a TV Show","/movies/?id=showrunners.htm",3100,"Submarine Deluxe","October","Documentary",88,"Unrated",NA,NA
"1248","What Now? Remind Me","/movies/?id=whatnowremindme.htm",3089,"Cinema Guild","August","Foreign",164,"Unrated",NA,NA
"1249","Who Does She Think She Is?","/movies/?id=whodoesshethinksheis.htm",3081,"Artistic License","October","Documentary",73,"Unrated",NA,NA
"1250","Plush","/movies/?id=plush.htm",3080,"IM Global/Blumhouse","September","Drama / Thriller",99,"R",NA,"Catherine Hardwicke"
"1251","Drew: The Man Behind the Poster","/movies/?id=drew2013.htm",3078,"Kino Lorber","August","Documentary",NA,"Unrated",NA,NA
"1252","Spiral","/movies/?id=spiral.htm",3072,"Anchor Bay Films","February","Thriller",90,"PG-13",NA,NA
"1253","The Weird World of Blowfly","/movies/?id=weirdworldofblowfly.htm",3062,"Variance Films","September","Documentary",89,"Unrated",NA,NA
"1254","The Afterlight","/movies/?id=afterlight.htm",3059,"Cinema Purgatorio","September","Drama / Thriller",87,"Unrated",NA,NA
"1255","Los Muertos","/movies/?id=losmuertos.htm",3027,"Facets","April","Foreign",78,"Unrated",NA,NA
"1256","Unveiled","/movies/?id=unveiled.htm",3025,"Wolfe Releasing","November","Foreign",97,"Unrated",NA,NA
"1257","French Gigolo (Cliente)","/movies/?id=frenchgigolo.htm",3021,"IFC","March","Foreign",104,"Unrated",NA,NA
"1258","A Girl and a Gun","/movies/?id=girlgun.htm",3018,"First Run","July","Drama",75,"Unrated",NA,NA
"1259","Best and Most Beautiful Things","/movies/?id=bestandmostbeautifulthings.htm",3016,"First Run","December","Documentary",91,"Unrated",NA,NA
"1260","15","/movies/?id=15.htm",3013,"Picture This!","April","Foreign",93,"Unrated",NA,NA
"1261","ATM","/movies/?id=atm.htm",3010,"IFC","April","Thriller",90,"R",NA,NA
"1262","About Cherry","/movies/?id=aboutcherry.htm",3003,"IFC","September","Drama",102,"R",NA,NA
"1263","The Lie","/movies/?id=lie2011.htm",3000,"Screen Media","November","Drama",80,"R",NA,NA
"1264","Fatal Assistance","/movies/?id=fatalassistance.htm",3000,"Velvet Films","February","Documentary",99,"Unrated",NA,NA
"1265","Stolen Childhoods","/movies/?id=stolenchildhoods.htm",2996,"Balcony Releasing","May","Documentary",86,"Unrated",NA,NA
"1266","Moana With Sound (2015 re-issue)","/movies/?id=moanawithsound2015.htm",2993,"Kino Lorber","November","Documentary",85,"Unrated",NA,NA
"1267","Run for Your Life","/movies/?id=runforyourlife.htm",2992,"Screen Media","October","Documentary",99,"Unrated",NA,NA
"1268","George Bush Goes to Heaven","/movies/?id=georgebushgoestoheaven.htm",2976,"HB Filmworks","August","Unknown",75,"Unrated",NA,NA
"1269","Wetlands Preserved","/movies/?id=wetlandspreserved.htm",2970,"First Run","March","Documentary",93,"Unrated",NA,NA
"1270","Dog Lover's Symphony","/movies/?id=dogloverssymphony.htm",2968,"Dog Lover's Symphony","June","Unknown",105,"PG",NA,NA
"1271","Protektor","/movies/?id=protektor.htm",2968,"Film Movement","August","Foreign",98,"Unrated",NA,NA
"1272","Altiplano","/movies/?id=altiplano.htm",2961,"First Run","August","Drama",109,"Unrated",NA,NA
"1273","Perfect Sense","/movies/?id=perfectsense.htm",2959,"IFC","February","Romance",89,"R",NA,NA
"1274","A Kind of Murder","/movies/?id=akindofmurder.htm",2915,"Magnolia","December","Drama / Thriller",95,"R",NA,NA
"1275","On the Other Hand, Death","/movies/?id=ontheotherhanddeath.htm",2892,"Regent Releasing","July","Thriller",85,"R",NA,NA
"1276","Shrooms","/movies/?id=shrooms.htm",2863,"Magnolia","February","Horror",84,"Unrated",NA,NA
"1277","The Professor: Tai Chi's Journey West","/movies/?id=professortaichi.htm",2852,"First Run","May","Documentary",72,"Unrated",NA,NA
"1278","Funny Money","/movies/?id=funnymoney.htm",2844,"ThinkFilm","January","Comedy",98,"R",NA,NA
"1279","Three Days of Rain","/movies/?id=threedaysofrain.htm",2841,"Rogue Arts","September","Drama",96,"R",NA,NA
"1280","Zokkomon","/movies/?id=zokkomon.htm",2815,"UTV Communications","April","Foreign",109,"PG",NA,NA
"1281","Lower Learning","/movies/?id=lowerlearning.htm",2804,"Anchor Bay Films","October","Comedy",97,"R",NA,NA
"1282","The Outskirts","/movies/?id=outskirts.htm",2797,"Facets","April","Unknown",95,"Unrated",NA,NA
"1283","Approaching Midnight","/movies/?id=approachingmidnight.htm",2795,"Monterey Media, Inc.","August","Crime Drama",86,"Unrated",NA,NA
"1284","The Blue Tooth Virgin","/movies/?id=bluetoothvirgin.htm",2762,"Regent Releasing","September","Comedy",79,"R",NA,NA
"1285","Blood Ties","/movies/?id=bloodties.htm",2760,"AfterLight","February","Action",93,"Unrated",NA,NA
"1286","White Lies","/movies/?id=whitelies.htm",2760,"Artmattan Prods.","March","Drama",99,"Unrated",NA,NA
"1287","V/H/S: Viral","/movies/?id=vhsviral.htm",2756,"Magnolia","November","Horror",81,"R",NA,NA
"1288","What Richard Did","/movies/?id=whatricharddid.htm",2749,"Tribeca Film","May","Drama",88,"Unrated",NA,NA
"1289","Black Out","/movies/?id=blackout.htm",2734,"Doppelganger Releasing","February","Foreign / Action",91,"Unrated",NA,NA
"1290","The Lesser Blessed","/movies/?id=lesserblessed.htm",2732,"Monterey Media, Inc.","May","Drama",86,"R",NA,NA
"1291","Agnes and His Brothers","/movies/?id=agnesandhisbrothers.htm",2731,"First Run","June","Foreign",115,"Unrated",NA,NA
"1292","Julia (2015)","/movies/?id=julia2015.htm",2710,"Tombstone","October","Thriller",95,"R",NA,NA
"1293","Chocolat (2015 re-release)","/movies/?id=chocolat2015.htm",2710,"Film Desk","September","Drama",105,"PG-13",NA,"Claire Denis"
"1294","Eichmann","/movies/?id=eichmann.htm",2706,"Regent Releasing","October","Foreign",96,"Unrated",NA,NA
"1295","Restitution","/movies/?id=restitution.htm",2664,"Monterey Media, Inc.","October","Crime Thriller",101,"R",NA,NA
"1296","United Red Army","/movies/?id=unitedredarmy.htm",2659,"Lorber Films","May","Foreign",190,"Unrated",NA,NA
"1297","Cheerful Weather for the Wedding","/movies/?id=cheerfulweather.htm",2651,"IFC","December","Romantic Comedy",92,"PG",NA,NA
"1298","Mercedes Sosa: The Voice of Latin America","/movies/?id=mercedessosa.htm",2648,"First Run","January","Documentary",90,"Unrated",NA,NA
"1299","Knuckle","/movies/?id=knuckle.htm",2647,"Vitagraph","December","Documentary",97,"R",NA,NA
"1300","Come Out and Play","/movies/?id=comeoutandplay.htm",2638,"Cinedigm Entertainment","March","Horror",87,"R",NA,NA
"1301","Body","/movies/?id=body2015.htm",2634,"Oscilloscope Pictures","December","Drama / Thriller",75,"Unrated",NA,NA
"1302","Refuge","/movies/?id=refuge.htm",2631,"Strand","March","Drama",NA,"Unrated",NA,NA
"1303","Indigo Children","/movies/?id=indigochildren.htm",2621,"Striped Entertainment","January","Drama",75,"Unrated",NA,NA
"1304","Boogie Woogie","/movies/?id=boogiewoogie.htm",2618,"IFC","April","Comedy / Drama",90,"R",NA,NA
"1305","Eight Miles High","/movies/?id=eightmileshigh.htm",2616,"MPI Media Group","July","Foreign",114,"Unrated",NA,NA
"1306","The Child I Never Was","/movies/?id=childineverwas.htm",2609,"Strand","October","Foreign",83,"Unrated",NA,NA
"1307","Sparrow's Dance","/movies/?id=sparrowsdance.htm",2602,"Tribeca Film","August","Drama",81,"Unrated",NA,NA
"1308","Conspiracy of Silence","/movies/?id=conspiracyofsilence.htm",2598,"Watch Releasing","December","Unknown",87,"Unrated",NA,NA
"1309","Last Flight of the Champion","/movies/?id=lastflightofthechampion.htm",2597,"High Top Releasing","August","Animation",88,"PG",NA,NA
"1310","Carl","/movies/?id=carl.htm",2592,"AfterLight","April","Horror Thriller",90,"Unrated",NA,NA
"1311","Jake Squared","/movies/?id=jakesquared.htm",2592,"Freestyle Releasing","August","Comedy / Drama",100,"R",NA,NA
"1312","McCanick","/movies/?id=mccanick.htm",2572,"Well Go USA","March","Drama",96,"R",NA,NA
"1313","Hayride 2","/movies/?id=hayride2.htm",2571,"Freestyle Releasing","March","Horror",92,"R",NA,NA
"1314","Main Street","/movies/?id=mainstreet.htm",2560,"Magnolia","September","Drama",92,"PG",NA,NA
"1315","Out of Place","/movies/?id=outofplace.htm",2547,"ICA","October","Documentary",138,"Unrated",NA,NA
"1316","Cassadaga","/movies/?id=cassadega.htm",2544,"Archstone","October","Horror",108,"R",NA,NA
"1317","Two-Bit Waltz","/movies/?id=twobitwaltz.htm",2540,"Monterey Media, Inc.","October","Comedy",79,"R",NA,NA
"1318","Half Moon","/movies/?id=halfmoon.htm",2528,"Strand","December","Foreign",114,"Unrated",NA,NA
"1319","The Samaritan","/movies/?id=samaritan.htm",2521,"IFC","May","Thriller",93,"R",NA,NA
"1320","Risk/Reward","/movies/?id=riskreward.htm",2517,"Organic Pictures","February","Unknown",88,"Unrated",NA,NA
"1321","Almost in Love","/movies/?id=almostinlove.htm",2510,"Argot Pictures","February","Romantic Comedy",83,"Unrated",NA,NA
"1322","Swing","/movies/?id=swing.htm",2509,"RMH Media","June","Fantasy Comedy",104,"PG-13",NA,NA
"1323","Mekong Hotel","/movies/?id=mekonghotel.htm",2502,"Strand","March","Foreign",61,"Unrated",NA,NA
"1324","The Other World","/movies/?id=otherworld.htm",2494,"Artmattan Prods.","August","Foreign",95,"Unrated",NA,NA
"1325","Herbie Hancock: Possibilities","/movies/?id=herbiehancock.htm",2493,"Magnolia","April","Documentary",90,"Unrated",NA,NA
"1326","The Last Day of August","/movies/?id=lastdayofaugust.htm",2492,"Striped Entertainment","October","Drama",90,"Unrated",NA,NA
"1327","Homeland","/movies/?id=homeland.htm",2491,"Kino Lorber","October","Documentary",324,"Unrated",NA,NA
"1328","Rank","/movies/?id=rank.htm",2485,"IFC","June","Documentary",96,"Unrated",NA,NA
"1329","Men at Lunch","/movies/?id=menatlunch.htm",2483,"First Run","September","Documentary",75,"Unrated",NA,NA
"1330","The Wait","/movies/?id=wait.htm",2480,"Monterey Media, Inc.","January","Drama / Thriller",96,"R",NA,NA
"1331","My Fuhrer","/movies/?id=myfuhrer.htm",2465,"First Run","August","Foreign",89,"Unrated",NA,NA
"1332","The Protector 2","/movies/?id=protector2.htm",2463,"Magnolia","May","Foreign / Action",104,"R",NA,NA
"1333","Moto X Kids","/movies/?id=motoxkids.htm",2462,"Tag Entertainment","January","Family Adventure",82,"PG",NA,"Richard Gabai"
"1334","The Ghastly Love of Johnny X","/movies/?id=ghastlylove.htm",2436,"Strand","October","Fantasy Comedy",106,"Unrated",NA,NA
"1335","From the East","/movies/?id=fromtheeast.htm",2436,"Icarus Films","April","Documentary",110,"Unrated",NA,"Chantal Akerman"
"1336","Why Stop Now?","/movies/?id=whystopnow.htm",2432,"IFC","August","Comedy / Drama",88,"R",NA,NA
"1337","He Was a Quiet Man","/movies/?id=hewasaquietman.htm",2431,"Mitropoulos Films","November","Comedy / Drama",95,"Unrated",NA,NA
"1338","Firedancer","/movies/?id=firedancer.htm",2422,"Cinema Four","June","Drama",79,"Unrated",NA,NA
"1339","L.A. Slasher","/movies/?id=laslasher.htm",2421,"Archstone","June","Comedy",86,"R",NA,NA
"1340","1,000 Rupee Note","/movies/?id=1000rupeenote.htm",2404,"Kino Lorber","September","Drama",89,"Unrated",NA,NA
"1341","Looking for an Icon","/movies/?id=lookingforanicon.htm",2393,"Icarus Films","May","Documentary",55,"Unrated",NA,NA
"1342","The Optimists: The Story of the Rescue of the Bulgarian Jews from the Holocaust","/movies/?id=optimists.htm",2377,"Castle Hill","October","Documentary",81,"Unrated",NA,NA
"1343","Polar Opposites","/movies/?id=polaropposites.htm",2377,"Regent Releasing","June","Drama / Thriller",85,"PG-13",NA,NA
"1344","Sidewalls","/movies/?id=sidewalls.htm",2377,"IFC","October","Foreign",93,"Unrated",NA,NA
"1345","Daniel & Ana","/movies/?id=danielandana.htm",2372,"Strand","August","Drama / Thriller",90,"Unrated",NA,NA
"1346","Chronicle of an Escape (Cronica de una fuga)","/movies/?id=cronicadeunafuga.htm",2370,"IFC","November","Foreign",104,"R",NA,NA
"1347","Evergreen: The Road to Legalization","/movies/?id=evergreen2014.htm",2363,"First Run","June","Documentary",86,"Unrated",NA,NA
"1348","Village Barbershop","/movies/?id=villagebarbershop.htm",2359,"Monterey Media, Inc.","January","Drama",99,"R",NA,NA
"1349","Moebius","/movies/?id=moebius.htm",2340,"Film Movement","August","Foreign",89,"Unrated",NA,NA
"1350","Split: A Deeper Divide","/movies/?id=split.htm",2338,"Feature Presentations Releasing","October","Documentary",75,"Unrated",NA,NA
"1351","13 Months of Sunshine","/movies/?id=13monthsofsunshine.htm",2337,"Unknown","June","Drama",98,"Unrated",NA,NA
"1352","The Ghosts of Johnson Woods","/movies/?id=ghostsofjohnsonwoods.htm",2335,"Driving With Our Eyes Shut","December","Horror Thriller",NA,"Unrated",NA,NA
"1353","Lotus Eaters","/movies/?id=lotuseaters.htm",2325,"Unknown","April","Drama",78,"Unrated",NA,NA
"1354","You're Gonna Miss Me","/movies/?id=youregonnamissme.htm",2324,"Palm","June","Documentary",92,"Unrated",NA,NA
"1355","The Happy House","/movies/?id=happyhouse.htm",2311,"First Run","May","Comedy",80,"Unrated",NA,NA
"1356","Pool Boys","/movies/?id=poolboys.htm",2269,"Cinedigm Entertainment","September","Comedy",87,"R",NA,NA
"1357","Infliction","/movies/?id=infliction.htm",2256,"Fox Trail Productions","March","Horror",100,"Unrated",NA,NA
"1358","The Overture","/movies/?id=overture.htm",2254,"Kino","October","Foreign",103,"Unrated",NA,NA
"1359","Anita Ho","/movies/?id=anitaho.htm",2250,"Indican","February","Drama",83,"Unrated",NA,NA
"1360","The Big Question","/movies/?id=bigquestion.htm",2248,"ThinkFilm","March","Documentary",93,"PG-13",NA,NA
"1361","Memoria","/movies/?id=memoria.htm",2242,"Monterey Media, Inc.","April","Drama",70,"R",NA,NA
"1362","Mirage","/movies/?id=mirage.htm",2241,"Picture This!","March","Foreign",103,"Unrated",NA,NA
"1363","You Won't Miss Me","/movies/?id=youwontmissme.htm",2240,"Reel Diva Consultants","December","Comedy / Drama",81,"Unrated",NA,NA
"1364","Side Effects","/movies/?id=sideeffects.htm",2216,"Hummingbird Pictures","September","Romantic Comedy",98,"R",30,NA
"1365","Workingman's Death","/movies/?id=workingmansdeath.htm",2214,"7th Art","February","Documentary",122,"Unrated",NA,NA
"1366","InSpectres","/movies/?id=inspectres.htm",2207,"Reactor 88 Studios","September","Comedy",NA,"Unrated",NA,NA
"1367","Scorn","/movies/?id=scorn.htm",2206,"Cortelyou Films","March","Drama",88,"Unrated",NA,NA
"1368","The Girl (Flickan)","/movies/?id=girlflickan.htm",2201,"Olive Films","September","Drama",95,"Unrated",NA,NA
"1369","The Lady in the Car with Glasses and a Gun","/movies/?id=ladyinthecarwithglassesandagun.htm",2167,"Magnolia","December","Thriller",93,"Unrated",NA,NA
"1370","Mouth to Mouth","/movies/?id=mouthtomouth.htm",2150,"Artistic License","May","Drama",98,"Unrated",NA,NA
"1371","Miss Conception","/movies/?id=missconception.htm",2134,"First Look","June","Comedy",94,"R",NA,NA
"1372","Nobody's Perfect","/movies/?id=nobodysperfect.htm",2122,"Lorber Films","April","Documentary",84,"Unrated",NA,NA
"1373","Missionary","/movies/?id=missionary2014.htm",2120,"Freestyle Releasing","October","Drama / Thriller",NA,"R",NA,NA
"1374","Running with Arnold","/movies/?id=runningwitharnold.htm",2119,"Lantern Lane","January","Documentary",72,"Unrated",NA,NA
"1375","Me You and Five Bucks","/movies/?id=meyouandfivebucks.htm",2105,"Indican","September","Comedy",93,"Unrated",NA,NA
"1376","Adrift in Manhattan","/movies/?id=adriftinmanhattan.htm",2099,"Screen Media","September","Drama",91,"R",NA,NA
"1377","The Right Kind of Wrong","/movies/?id=rightkindofwrong.htm",2098,"Magnolia","March","Romantic Comedy",97,"R",NA,NA
"1378","Rubberneck","/movies/?id=rubberneck.htm",2075,"Tribeca Film","February","Comedy",NA,"Unrated",NA,NA
"1379","Red Flag","/movies/?id=redflag.htm",2075,"Tribeca Film","February","Comedy",NA,"Unrated",NA,NA
"1380","Murder.com","/movies/?id=murdercom.htm",2070,"Regent Releasing","July","Thriller",85,"R",NA,NA
"1381","Patagonia Rising","/movies/?id=patagoniarising.htm",2064,"First Run","June","Documentary",85,"Unrated",NA,NA
"1382","Algorithms","/movies/?id=algorithms.htm",2021,"First Run","October","Documentary",100,"Unrated",NA,NA
"1383","Tenants","/movies/?id=tenants.htm",2010,"Rocky Mountain Pictures","February","Drama",97,"R",NA,NA
"1384","The Vigilante Diaries","/movies/?id=thevigilantediaries.htm",1991,"Anchor Bay Films","June","Action",107,"R",NA,NA
"1385","The Surfer King","/movies/?id=surferking.htm",1990,"Movin' Picture Studios","April","Comedy",95,"PG-13",NA,NA
"1386","The Watermelon Woman (20th Anniversary / 2K HD Restoration)","/movies/?id=watermelon20thanni.htm",1989,"First Run","November","Drama",85,"Unrated",NA,NA
"1387","As Good as Dead","/movies/?id=goodasdead.htm",1981,"First Look","October","Thriller",91,"R",NA,NA
"1388","Falling Awake","/movies/?id=fallingawake.htm",1978,"IFC","January","Drama",110,"R",NA,NA
"1389","Steal Me","/movies/?id=stealme.htm",1967,"Cineville","September","Drama",95,"Unrated",NA,NA
"1390","FAQs","/movies/?id=faqs.htm",1967,"TLA Releasing","February","Drama",90,"Unrated",NA,NA
"1391","The Temptation of St. Tony","/movies/?id=sttony.htm",1963,"Olive Films","September","Fantasy Drama",110,"Unrated",NA,NA
"1392","Sikandar","/movies/?id=sikandar.htm",1954,"AdLabs","August","Foreign",110,"Unrated",NA,NA
"1393","Best Man Down","/movies/?id=bestmandown.htm",1938,"Magnolia","November","Comedy / Drama",87,"PG-13",NA,NA
"1394","Love, Wedding, Marriage","/movies/?id=loveweddingmarriage.htm",1926,"IFC","June","Romantic Comedy",90,"PG-13",NA,"Dermot Mulroney"
"1395","Shuttle","/movies/?id=shuttle.htm",1925,"Truly Indie","March","Thriller",106,"R",NA,NA
"1396","Badland","/movies/?id=badland.htm",1924,"ArcAngelo Entertainment","November","Drama",160,"R",NA,NA
"1397","A Mother's Courage: Talking Back to Autism","/movies/?id=amotherscourage.htm",1916,"First Run","September","Documentary",103,"Unrated",NA,NA
"1398","Greg & Gentillon","/movies/?id=greggentillon.htm",1913,"Alliance","April","Comedy",85,"Unrated",NA,NA
"1399","Sneakerheadz","/movies/?id=sneakerheadz.htm",1903,"Submarine Deluxe","August","Documentary",70,"Unrated",NA,"David Friendly"
"1400","With God on Our Side: George W. Bush...","/movies/?id=withgodonourside.htm",1884,"Lumiere Productions","January","Documentary",96,"Unrated",NA,NA
"1401","She's One of Us","/movies/?id=shesoneofus.htm",1870,"Leisure Time","January","Foreign",102,"Unrated",NA,NA
"1402","Abominable","/movies/?id=abominable.htm",1810,"Freestyle Releasing","April","Horror",94,"R",NA,NA
"1403","Now & Later","/movies/?id=nowandlater.htm",1808,"Cinema Libre Studio","February","Drama",99,"Unrated",NA,NA
"1404","Oswald's Ghost","/movies/?id=oswaldsghost.htm",1796,"7th Art","November","Documentary",90,"Unrated",NA,NA
"1405","I Kissed a Vampire","/movies/?id=ikissedavampire.htm",1794,"Monterey Media, Inc.","March","Musical",91,"PG",NA,NA
"1406","The Canyon","/movies/?id=canyon09.htm",1785,"Truly Indie","October","Thriller",102,"R",NA,NA
"1407","Ghosted","/movies/?id=ghosted.htm",1780,"First Run","July","Foreign",89,"Unrated",NA,NA
"1408","Detention of the Dead","/movies/?id=detentionofthedead.htm",1777,"Anchor Bay Films","June","Horror Comedy",NA,"Unrated",NA,NA
"1409","Open Windows","/movies/?id=openwindows.htm",1750,"Cinedigm Entertainment","November","Thriller",100,"Unrated",NA,NA
"1410","The Other Man: F.W. de Klerk and the End of Apartheid in South Africa","/movies/?id=otherman15.htm",1747,"First Run","February","Documentary",95,"Unrated",NA,NA
"1411","Dark Forest","/movies/?id=darkforest.htm",1739,"Zell-Koj Studio","August","Horror",75,"Unrated",NA,"Roger Boyer"
"1412","You Don't Need Feet to Dance","/movies/?id=dontneedfeet.htm",1719,"First Run","March","Documentary",88,"Unrated",NA,NA
"1413","The Boat Is Full (re-issue)","/movies/?id=boatisfull05.htm",1718,"Castle Hill","March","Foreign",104,"PG",NA,NA
"1414","The Road to Love","/movies/?id=roadtolove.htm",1714,"Arab Film Dist.","June","Foreign",70,"Unrated",NA,NA
"1415","Mr. Pip","/movies/?id=mrpip.htm",1714,"Freestyle Releasing","November","War Drama",116,"PG-13",NA,"Andrew Adamson"
"1416","A Beautiful Now","/movies/?id=abeautifulnow.htm",1714,"Monterey Media, Inc.","September","Comedy / Drama",90,"R",NA,NA
"1417","The Looking Glass","/movies/?id=thelookingglass.htm",1711,"First Run","October","Drama",110,"Unrated",NA,"John D. Hancock"
"1418","Chalet Girl","/movies/?id=chaletgirl.htm",1710,"IFC","October","Romantic Comedy",97,"R",NA,NA
"1419","La Leon","/movies/?id=laleon.htm",1708,"Music Box Films","October","Foreign",85,"Unrated",NA,NA
"1420","Dystopia 2013","/movies/?id=dystopia2013.htm",1708,"Found-Charger Cinema","January","Action / Adventure",122,"Unrated",NA,NA
"1421","Marathon","/movies/?id=marathon.htm",1703,"Cinema Four","April","Foreign",74,"Unrated",NA,NA
"1422","Power and Terror (2006 playdate)","/movies/?id=powerandterror06.htm",1703,"First Run","August","Documentary",72,"Unrated",NA,"John Junkerman"
"1423","On the Rumba River","/movies/?id=ontherumbariver.htm",1698,"First Run","June","Documentary",82,"Unrated",NA,NA
"1424","House of Usher","/movies/?id=houseofusher.htm",1677,"Regent Releasing","May","Horror",83,"R",NA,NA
"1425","More Than the Rainbow","/movies/?id=morethantherainbow.htm",1677,"First Run","May","Documentary",82,"Unrated",NA,NA
"1426","Persons of Interest","/movies/?id=personsofinterest.htm",1672,"First Run","September","Documentary",63,"Unrated",NA,NA
"1427","Flashbacks of a Fool","/movies/?id=flashbacksofafool.htm",1664,"Anchor Bay Films","October","Drama",110,"R",NA,NA
"1428","They're Out of Business","/movies/?id=theyreoutofbusiness.htm",1655,"IFC","April","Comedy",89,"Unrated",NA,NA
"1429","Headspace","/movies/?id=headspace.htm",1650,"Freestyle Releasing","February","Horror",89,"R",NA,NA
"1430","Eddie the Sleepwalking Cannibal","/movies/?id=eddiecannibal.htm",1632,"Doppelganger Releasing","April","Horror Comedy",90,"Unrated",NA,NA
"1431","Drown","/movies/?id=drown.htm",1631,"Strand","August","Drama",96,"Unrated",NA,"Dean Francis"
"1432","Cut Snake","/movies/?id=cutsnake.htm",1625,"Monterey Media, Inc.","October","Thriller",94,"R",NA,NA
"1433","Summer in February","/movies/?id=summerinfebruary.htm",1624,"Tribeca Film","January","Drama",100,"Unrated",NA,NA
"1434","In Her Name (Au nom de ma fille)","/movies/?id=inhername.htm",1623,"Distrib Films","December","Drama",87,"Unrated",NA,NA
"1435","Rockets Redglare!","/movies/?id=rocketsredglare.htm",1605,"Small Planet","September","Documentary",89,"Unrated",NA,NA
"1436","Ben X","/movies/?id=benx.htm",1601,"Film Movement","October","Foreign",93,"Unrated",NA,NA
"1437","Forever (2015)","/movies/?id=forever2015.htm",1598,"Monterey Media, Inc.","September","Drama",95,"R",NA,NA
"1438","Miss India America","/movies/?id=missindiaamerica.htm",1598,"MarVista Entertainment","March","Comedy / Drama",95,"Unrated",NA,NA
"1439","Manuela and Manuel","/movies/?id=manuelaandmanuel.htm",1582,"Regent Releasing","March","Comedy",94,"PG-13",NA,NA
"1440","Twin Sisters","/movies/?id=twinsisters.htm",1563,"Miramax","May","Foreign",92,"R",NA,NA
"1441","What Boys Like","/movies/?id=whatboyslike.htm",1554,"Visionbox","February","Unknown",90,"R",NA,NA
"1442","Independent Spirits","/movies/?id=independentspirits.htm",1551,"Cinema Four","November","Unknown",NA,"Unrated",NA,NA
"1443","The Tunnel (2011)","/movies/?id=tunnel11.htm",1532,"Blackrock Films","August","Horror Thriller",90,"Unrated",NA,NA
"1444","El Velador (The Night Watchman)","/movies/?id=elvelador.htm",1530,"Icarus Films","July","Documentary",72,"Unknown",NA,NA
"1445","Rhymes for Young Ghouls","/movies/?id=rhymesyoungghouls.htm",1529,"Monterey Media, Inc.","October","Drama",86,"R",NA,NA
